"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","UNH","WMT"
"1",0.00303746340796351,0.0071334233507514,-0.0153566692024469,-0.00233974820002913,0.000722682278137654,-0.00105693365912884,-0.00419104238972068,-0.000616443867329508,-0.00406092451885343,-0.00160897511523217
"2",-0.0087814824655652,0.00828602723777294,-0.0114145735278726,0.00407840730622411,0.000280562555417418,-2.99662206089124e-05,0.00969169661402702,-0.00283270445652306,-0.00465652160346508,0.000695650756824762
"3",-0.0108861075714231,-0.0122818406671286,-0.00487404642626643,-0.00476082554087043,-0.00544636277481914,-0.00419340608641505,0.009435567073524,0.00657192245125771,-0.00655423291027546,0.00692779663950205
"4",-0.00630635255947709,0.00926949363201857,-0.00790103897452354,-0.00617678603157401,-0.00652310950681567,0.00612016674131155,0.00917885731905699,0.00119321187958121,0.000821678549982607,-0.0033046982716769
"5",0.0113987997174263,-2.95747759082587e-05,-0.020234813913703,-0.0118596162647009,0.00517740566283464,-0.0158293545246124,0.00562726520001888,0.00131713808514178,0.00435622921213508,-0.000679344404488802
"6",-0.00753312325105071,-0.00201853108592331,-0.0153595702722669,0.000129919266328216,0.0117315296083689,0.000478040048619732,0.00883649010211229,-0.00807915162295103,-0.0116251669824123,0.0295079704374075
"7",-0.0025340374559164,0.00596542935818434,-0.0052600521594286,-0.0134699856862426,0.00567661598324776,0.00301290303468704,0.0153372641652822,-0.00414470350369811,-0.0251191258430481,-0.0136814676225185
"8",0.00205619772896171,0.00586122740060091,-0.00473137991502881,-0.00531871384009719,-0.0123815555125475,0.00611720513552427,-0.0023544947616756,-0.00590590387582779,0.00175881967879832,0.00356282666325569
"9",-0.000596895231865346,-0.000645571912173182,-0.0113599775359035,0.000806656433269382,-0.0034020678140223,-0.0095645347610116,-0.00664069643244147,-0.00295005505904555,0.0123974001035094,0.00575311575084925
"10",0.00747820129618049,0.00207311473786831,0.000955147086642683,-0.00652067782357335,-0.00142314028926194,-0.00525367073714733,-0.0121093606576324,-0.00157805904746056,0.0093353558331728,0.00260708201676607
"11",-0.0159262679517269,-0.0101212169975042,-0.0068405969068408,0.00324825174175203,-0.00211716908961535,0.0103802308440208,-0.00805913936346769,-0.01096719969064,0.00534995272755623,-0.0100382324308157
"12",0.00749792298302054,0.00956738647073507,-0.01692502386868,0.00509283132851124,0.00492891250178218,-0.00083405157784,-0.0106553602963686,0.0101533466950059,0.00431052083149552,-0.00152475864160806
"13",-0.000501909351442009,-0.00406816555187106,-0.00318473717197776,0.00484171509742737,0.000628255540505052,-0.0022992545273155,0.00107333634514362,-0.0106326397508383,0.00427322881296277,-0.00355164031498134
"14",0.00932257156819105,-0.00093062047380954,-0.00677493261173368,-0.000526682240888476,0.00837021321058273,-0.00445578899234533,-0.00574425747618079,0.00398625154048204,-0.0020127494353801,-0.00149526004679501
"15",-0.000767940247897059,0.00309942080639303,-0.0107043022289872,0.0172718949615955,-0.00246531725861132,0.0022601243108511,0.0241184923797846,-0.00137316866312176,-0.0018766833236441,0.00495520140975714
"16",0.0153505597263575,-0.0106738517060876,-0.0105719780549407,-0.0022117008920759,-0.00114167458377779,0.0292952656745911,0.00996244885027409,-0.00714285532012582,-0.0106865270063281,-0.00612683687359095
"17",0.0113398395478725,0.00166011112742126,0.00136369641404599,-0.0110508855432272,0.00942601542919874,-0.0112757543101907,0.0116446381434798,0.00712252967059612,0.00032350275432691,-0.00324543658643961
"18",0.000945667852647603,-0.00247544888406992,-0.00989598408341408,-0.0057478416711092,0.000287999311694875,0.00461467541754246,0.00760834291577339,-0.00820858310908079,-0.0029089548625052,-0.00276817427948117
"19",0.00990996789187193,0.000157544083776884,-0.0137915732339025,-0.00986037962138653,0.0018242533551529,0.0168293304741383,-0.000302957283565775,-0.00490626553073525,-0.000682783196680248,0.00712316716089845
"20",0.021529596298933,0.00185341376345605,0.0054484149441123,-0.00711567420512438,0.00899293925613165,-0.00446012523025274,0.00957897771149874,0.00274258572608232,-0.00323544861748815,-0.00665666116401553
"21",-0.00403061648830771,0.00289635104127228,-0.00359602738171816,-0.0007855313597247,0.0019585348200053,1.06454326669336e-05,0.00481634167954326,-0.00114828569348902,-0.00284915952943265,4.83650219393894e-05
