"","CVX","DIS","IBM","VZ","PG","BA","KO","MCD","HD","MRK"
"1",0.00873141083866358,0.002973418449983,-0.00808677170425653,0.00251495908014476,0.00252194982022047,0.00183361419476569,0.00139946152921766,0.00198163581080735,0.000517490436322987,0.00477761495858431
"2",0.00186751363798976,-0.00856633950024843,0.00793160032480955,-0.00634196167811751,0.0125715918838978,0.00261915731243789,0.00106959277763963,-0.00773028424009681,0.011085283011198,0.00446447357535362
"3",-0.00713943829759955,-0.00256624189205468,0.00572086311876774,-0.00122139812447131,-0.000136480637593195,0.00261593703180552,0.00647172098979354,-0.00543197663500905,0.00669689988717437,0.00839358568191528
"4",0.00156038056593388,-0.00136823300272226,0.00197498383931816,0.00517029454931617,0.0040031997486949,0.00933808274567127,0.000350178655935451,0.00753082754090428,0.00474085565656424,-0.000122118945000693
"5",0.00045605527702719,0.00435846019536257,-0.0154482144862413,0.00622956780716777,0.00181786518078297,0.00195179716683924,-0.000504139519762248,-0.00486914440989494,0.00354935391806066,-0.00332902185618877
"6",-0.00379995303228498,-0.00468947039917111,-0.0207600835710764,-0.0133899385109544,0.0126378517597914,0.00351597648113966,0.00224064034409821,0.00468887342140079,-0.00141507177613676,0.00970560032874346
"7",-0.000177685156813823,0.000393274996895343,-0.0074393074028194,-0.00317138456739485,-0.00357809429988265,-0.000631537346635014,0.00102476542815566,-0.00391002930700779,0.0025784382596612,0.000276944803772494
"8",-0.0071190744638443,0.00436155404895544,-0.00622056890279055,-0.00270409416407347,0.00305504817515612,0.0118114072829485,-0.000668064225465059,-0.00358165008947253,0.000492137740366161,-0.00113836699165404
"9",-0.00209603505209088,-0.00198859395459294,0.00354407355189323,0.00148746627382934,0.00284771737642586,0.00399290164932609,0.00289771147072315,-0.00225433963350952,0.000335195800289512,0.000263752765022218
"10",0.00321822031401098,-0.00133364123757929,-0.00877490267157555,0.00227857823483646,-0.000483587675262243,0.00378277013078332,-0.00204197154380381,0.000613144657108933,0.0041537182405591,0.00432357471436262
"11",0.0023087146691978,0.00330704473890364,0.0137612810358405,0.00524507835507393,0.00325524294748902,-0.00567391002550721,0.00157475925516337,0.00331560079939663,-0.00658919801935554,-0.00105905660893768
"12",0.00351600861176848,-0.00397458532825112,0.00231703068129718,-0.000295058183837682,-0.00185191247146577,-0.00029740744503215,0.00159159861505032,-0.00231146719306707,-0.00625482387840748,0.00119833229109645
"13",0.00175478379242122,-0.00232276553288102,-0.000391923415008932,0.00313108577392995,0.00115412939339876,-0.000622424122411758,0.00415110401809216,-0.00141263625118881,-0.00392499938607216,-0.00195167120546103
"14",-0.00068412657128647,0.000228957738727331,0.00195721420459449,0.00477499514818192,-0.000221420443267561,0.00416092295199633,0.00213865912519395,0.00363729940727353,0.00365237565711141,0.00646369019523263
"15",0.00648825615644455,-0.00341633846983314,0.000741548894438893,-0.00692602666094899,-0.00167302729096264,-0.000181295647053048,0.00281274016015232,-0.00620314152911305,0.0015277920756489,-0.00773868709802628
"16",-0.00679582171142101,-0.0036393953487277,-0.00661060446873307,0.00111303140874952,0.00115721626207232,-0.000239563887589611,0.000898874364793301,0.00203508348204195,0.0032607561443001,0.00208463473245502
"17",-0.0011151977814734,-2.2852475012769e-05,-0.00873182341456413,0.000346704036928713,-0.000390806322684512,0.00344285508617759,0.00413980940356851,0.00179846759419888,-0.00217589759267867,0.00591009622439742
"18",0.00401642778888345,-5.54600155737717e-05,0.00476148771122098,0.00125257053878158,0.00196202425286174,0.00690731359645724,0.00425748387351632,0.00041409142431803,-0.00203763763420284,0.000649729801807553
"19",-0.00219529238529503,-0.00559854600578547,-0.000365248240996152,-0.00295770191587508,-0.00301473448053002,-0.000254854414379224,0.00743992766365409,0.00142944313120097,0.00335574173368514,-0.00299568520858884
"20",0.0094169732183218,0.00193360832054168,0.00308042811229825,0.00380073883570731,-0.00114200508687645,0.00351797579787672,-0.00201229494996369,0.00343295186758041,0.00344337592832744,-0.00212935102172196
"21",0.000763882417231798,-0.000241542540607043,0.00251368805766106,-0.00106861023232341,0.00303012714721262,-0.00220144633203745,-0.00599739793688059,-0.00368142267689109,0.00153306988067925,-0.00150666816625744
